STATISTIC,Statistic Label,TLIST(A1),CensusYear,C02199V02655,Sex,Column1,Single Year of Age,UNIT,VALUE,AgeNum,Band
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,39,39 years,Number,5599,39,4-64
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,40,40 years,Number,5947,40,4-64
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,41,41 years,Number,6222,41,4-64
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,42,42 years,Number,6360,42,4-64
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,43,43 years,Number,6141,43,4-64
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,44,44 years,Number,6331,44,4-64
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,45,45 years,Number,6288,45,4-64
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,46,46 years,Number,6405,46,4-64
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,47,47 years,Number,6734,47,4-64
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,48,48 years,Number,6840,48,4-64
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,49,49 years,Number,7191,49,4-64
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,50,50 years,Number,7371,50,4-64
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,51,51 years,Number,7383,51,4-64
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,52,52 years,Number,7293,52,4-64
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,53,53 years,Number,7231,53,4-64
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,54,54 years,Number,7315,54,4-64
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,55,55 years,Number,7331,55,4-64
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,56,56 years,Number,7544,56,4-64
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,57,57 years,Number,7786,57,4-64
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,58,58 years,Number,7984,58,4-64
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,59,59 years,Number,8112,59,4-64
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,60,60 years,Number,8105,60,4-64
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,61,61 years,Number,8287,61,4-64
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,62,62 years,Number,8199,62,4-64
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,63,63 years,Number,8293,63,4-64
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,64,64 years,Number,8198,64,4-64
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,65,65 years,Number,8404,65,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,66,66 years,Number,8009,66,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,67,67 years,Number,8042,67,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,68,68 years,Number,7833,68,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,69,69 years,Number,8114,69,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,70,70 years,Number,7674,70,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,71,71 years,Number,7720,71,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,72,72 years,Number,7804,72,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,73,73 years,Number,7378,73,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,74,74 years,Number,7716,74,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,75,75 years,Number,7686,75,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,76,76 years,Number,7266,76,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,77,77 years,Number,6815,77,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,78,78 years,Number,6627,78,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,79,79 years,Number,6224,79,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,80,80 years,Number,5652,80,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,81,81 years,Number,5311,81,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,82,82 years,Number,5142,82,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,83,83 years,Number,4794,83,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,84,84 years,Number,4340,84,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,85,85 years,Number,4058,85,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,86,86 years,Number,3662,86,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,87,87 years,Number,3199,87,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,88,88 years,Number,2744,88,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,89,89 years,Number,2275,89,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,90,90 years,Number,1878,90,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,91,91 years,Number,1532,91,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,92,92 years,Number,1030,92,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,93,93 years,Number,762,93,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,94,94 years,Number,589,94,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,95,95 years,Number,386,95,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,96,96 years,Number,258,96,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,97,97 years,Number,166,97,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,98,98 years,Number,104,98,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,99,99 years,Number,72,99,65+
F4006C01,Persons with a disability to any extent,2022,2022,1,Male,650,100 years and over,Number,96,100,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,200,Under 1 year,Number,486,0,0-3
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,1,1 year,Number,650,1,0-3
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,2,2 years,Number,944,2,0-3
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,3,3 years,Number,1337,3,0-3
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,4,4 years,Number,1575,4,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,5,5 years,Number,1919,5,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,6,6 years,Number,2368,6,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,7,7 years,Number,2620,7,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,8,8 years,Number,2866,8,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,9,9 years,Number,3385,9,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,10,10 years,Number,3708,10,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,11,11 years,Number,3973,11,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,12,12 years,Number,4331,12,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,13,13 years,Number,4614,13,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,14,14 years,Number,4968,14,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,15,15 years,Number,5226,15,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,16,16 years,Number,5331,16,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,17,17 years,Number,5837,17,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,18,18 years,Number,6455,18,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,19,19 years,Number,6594,19,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,20,20 years,Number,6772,20,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,21,21 years,Number,6510,21,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,22,22 years,Number,6595,22,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,23,23 years,Number,6426,23,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,24,24 years,Number,6240,24,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,25,25 years,Number,5997,25,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,26,26 years,Number,5858,26,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,27,27 years,Number,5843,27,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,28,28 years,Number,5785,28,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,29,29 years,Number,5805,29,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,30,30 years,Number,5818,30,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,31,31 years,Number,6010,31,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,32,32 years,Number,5820,32,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,33,33 years,Number,5827,33,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,34,34 years,Number,6024,34,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,35,35 years,Number,6321,35,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,36,36 years,Number,6493,36,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,37,37 years,Number,6502,37,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,38,38 years,Number,6833,38,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,39,39 years,Number,7286,39,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,40,40 years,Number,7265,40,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,41,41 years,Number,7687,41,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,42,42 years,Number,7700,42,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,43,43 years,Number,7405,43,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,44,44 years,Number,7323,44,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,45,45 years,Number,7204,45,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,46,46 years,Number,7405,46,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,47,47 years,Number,7528,47,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,48,48 years,Number,7848,48,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,49,49 years,Number,7933,49,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,50,50 years,Number,7963,50,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,51,51 years,Number,7869,51,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,52,52 years,Number,7911,52,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,53,53 years,Number,7652,53,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,54,54 years,Number,7803,54,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,55,55 years,Number,7772,55,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,56,56 years,Number,8037,56,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,57,57 years,Number,8221,57,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,58,58 years,Number,8230,58,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,59,59 years,Number,8156,59,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,60,60 years,Number,8182,60,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,61,61 years,Number,8424,61,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,62,62 years,Number,8356,62,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,63,63 years,Number,8098,63,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,64,64 years,Number,8113,64,4-64
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,65,65 years,Number,7990,65,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,66,66 years,Number,7673,66,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,67,67 years,Number,7638,67,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,68,68 years,Number,7460,68,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,69,69 years,Number,7813,69,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,70,70 years,Number,7364,70,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,71,71 years,Number,7504,71,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,72,72 years,Number,7735,72,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,73,73 years,Number,7801,73,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,74,74 years,Number,7703,74,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,75,75 years,Number,7910,75,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,76,76 years,Number,7800,76,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,77,77 years,Number,7545,77,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,78,78 years,Number,7405,78,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,79,79 years,Number,7257,79,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,80,80 years,Number,6677,80,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,81,81 years,Number,6562,81,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,82,82 years,Number,6718,82,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,83,83 years,Number,6544,83,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,84,84 years,Number,6086,84,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,85,85 years,Number,5889,85,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,86,86 years,Number,5504,86,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,87,87 years,Number,5114,87,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,88,88 years,Number,4617,88,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,89,89 years,Number,3934,89,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,90,90 years,Number,3443,90,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,91,91 years,Number,3067,91,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,92,92 years,Number,2345,92,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,93,93 years,Number,1971,93,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,94,94 years,Number,1456,94,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,95,95 years,Number,1150,95,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,96,96 years,Number,810,96,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,97,97 years,Number,610,97,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,98,98 years,Number,431,98,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,99,99 years,Number,290,99,65+
F4006C01,Persons with a disability to any extent,2022,2022,2,Female,650,100 years and over,Number,497,100,65+
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,200,Under 1 year,Number,364,0,0-3
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,1,1 year,Number,412,1,0-3
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,2,2 years,Number,676,2,0-3
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,3,3 years,Number,1036,3,0-3
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,4,4 years,Number,1256,4,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,5,5 years,Number,1378,5,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,6,6 years,Number,1653,6,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,7,7 years,Number,1707,7,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,8,8 years,Number,1900,8,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,9,9 years,Number,1953,9,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,10,10 years,Number,2024,10,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,11,11 years,Number,2043,11,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,12,12 years,Number,2086,12,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,13,13 years,Number,2157,13,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,14,14 years,Number,2028,14,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,15,15 years,Number,1926,15,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,16,16 years,Number,1845,16,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,17,17 years,Number,1868,17,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,18,18 years,Number,1925,18,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,19,19 years,Number,1885,19,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,20,20 years,Number,1823,20,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,21,21 years,Number,1627,21,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,22,22 years,Number,1663,22,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,23,23 years,Number,1653,23,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,24,24 years,Number,1532,24,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,25,25 years,Number,1526,25,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,26,26 years,Number,1497,26,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,27,27 years,Number,1424,27,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,28,28 years,Number,1410,28,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,29,29 years,Number,1412,29,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,30,30 years,Number,1422,30,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,31,31 years,Number,1398,31,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,32,32 years,Number,1356,32,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,33,33 years,Number,1277,33,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,34,34 years,Number,1391,34,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,35,35 years,Number,1492,35,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,36,36 years,Number,1493,36,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,37,37 years,Number,1568,37,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,38,38 years,Number,1646,38,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,39,39 years,Number,1737,39,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,40,40 years,Number,1812,40,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,41,41 years,Number,1877,41,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,42,42 years,Number,1985,42,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,43,43 years,Number,1920,43,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,44,44 years,Number,2041,44,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,45,45 years,Number,2027,45,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,46,46 years,Number,2069,46,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,47,47 years,Number,2215,47,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,48,48 years,Number,2252,48,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,49,49 years,Number,2422,49,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,50,50 years,Number,2477,50,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,51,51 years,Number,2471,51,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,52,52 years,Number,2524,52,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,53,53 years,Number,2593,53,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,54,54 years,Number,2676,54,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,55,55 years,Number,2740,55,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,56,56 years,Number,2842,56,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,57,57 years,Number,2944,57,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,58,58 years,Number,3132,58,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,59,59 years,Number,3210,59,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,60,60 years,Number,3206,60,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,61,61 years,Number,3233,61,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,62,62 years,Number,3299,62,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,63,63 years,Number,3374,63,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,64,64 years,Number,3169,64,4-64
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,65,65 years,Number,3258,65,65+
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,66,66 years,Number,2783,66,65+
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,67,67 years,Number,2775,67,65+
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,68,68 years,Number,2688,68,65+
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,69,69 years,Number,2850,69,65+
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,70,70 years,Number,2653,70,65+
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,71,71 years,Number,2565,71,65+
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,72,72 years,Number,2743,72,65+
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,73,73 years,Number,2486,73,65+
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,74,74 years,Number,2728,74,65+
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,75,75 years,Number,2683,75,65+
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,76,76 years,Number,2666,76,65+
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,77,77 years,Number,2559,77,65+
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,78,78 years,Number,2507,78,65+
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,79,79 years,Number,2418,79,65+
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,80,80 years,Number,2298,80,65+
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,81,81 years,Number,2292,81,65+
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,82,82 years,Number,2295,82,65+
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,83,83 years,Number,2140,83,65+
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,84,84 years,Number,2010,84,65+
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,85,85 years,Number,1961,85,65+
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,86,86 years,Number,1921,86,65+
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,87,87 years,Number,1736,87,65+
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,88,88 years,Number,1496,88,65+
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,89,89 years,Number,1323,89,65+
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,90,90 years,Number,1163,90,65+
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,91,91 years,Number,976,91,65+
F4006C02,Persons with a disability to a great extent,2022,2022,1,Male,92,92 years,Number,669,92,65+
